Country,pcode,gis_name,name_alt,name_fr,name_sp,loc_type,address_1,address_2,address_3,address_4,city,ds_code,x,y
United Kingdom of Great Britain and Northern Ireland,GBRp000368,London,,Londres,,UNHCR Country Office,Strand Bridge House,138-142 Strand,,,London,GBRLO,-12022.504999998957,6713438.520199999
Georgia,GEOp000162,Gali,,Gali,,UNHCR Field Office,c/o UNHCR Tbilisi,"2a, Al. Kazbegi ave",4th floor,,Gali,GEOGA,4646506.4925,5256158.778099999
Georgia,GEOp000164,Sukhumi,,Sukhumi,,UNHCR Field Unit,UNHCR SO,,,,Sukhumi,GEOSU,4569127.09,5310449.868799999
Georgia,GEOp000165,Tbilisi,,Tbilisi,,UNHCR Country Office,"2a, Kazbegi ave.",4th floor,,,Tbilisi,GEOTB,4983588.0331999995,5119998.621299997
Ghana,GHAp000170,Accra,Accra,Accra,,UNHCR Country Office,No. 25 Sir Arku Korsah Street,Roman Ridge,,,Accra,GHAAC,-19511.18980000168,621606.6733000018
Ghana,GHAp000509,Takoradi,,Takoradi,,UNHCR Field Office,,,,,Takoradi,GHATA,-195031.7479000017,544679.185800001
Guinea,GINp000180,Conakry**,,Conakry**,,UNHCR National Office,B.P. 4158 Conakry,Coleah Corniche-Sud,,,Conakry,GUICO,-1521984.4571000002,1066311.254900001
Greece,GRCp000184,Ioannina,,Ioannina,,UNHCR Field Unit,,,,,,,2322275.0819000006,4818381.799999997
Greece,GRCp000177,Kos,,Kos,,UNHCR Field Office,,,,,,GREKO,3038187.2025000006,4424062.260499999
Greece,GRCp000174,Chios,,Chios,,UNHCR Field Office,,,,,,GRECH,2909466.137600001,4631815.285499997
Greece,GRCp000178,Lesvos,Mytilena,Mytilene,,UNHCR Sub-Office,,,,,,GRELE,2956296.1323000006,4736984.622100003
Greece,GRCp000175,Samos,,Samos,,UNHCR Field Office,,,,,,GRESA,3003127.7967999987,4544439.744400002
Greece,GRCp000180,Thessaloniki,,Thessalonique,,UNHCR Sub-Office,,,,,,GRETH,2555056.6048999988,4956591.182999998
Greece,GRCp000182,Leros,,Leros,,UNHCR Field Unit,,,,,,GRELR,2989620.8464,4458296.1668
Greece,GRCp000183,Rhodes,,Rhodes,,UNHCR Field Unit,,,,,Rhodes,GRERH,3141351.5386999995,4360227.883100003
Greece,GRCp000181,Evros-Orestiada,Orestias,Evros-Orestiada,,UNHCR Field Unit,,,,,,GREEV,2953125.641899999,5086870.0961000025
Greece,GRCp000173,Athens,,Athènes,,UNHCR Country Office,Taygetou Street,Palaio Psychico,,,Athens,GREAT,2644703.7492999993,4576774.439400002
Guatemala,GTMp000180,Peten,El Petèn,Peten,,UNHCR Field Office,,,,,Peten,GUASA,-10005674.5393,1912709.5251000002
Guatemala,GTMp000177,Guatemala**,,Guatemala**,,UNHCR National Office,,,,,,GUAGU,-10077308.2236,1646710.5689000003
Guatemala,GTMp000183,Tecun Uman,,Tecun Uman,,UNHCR Field Office,,,,,,GUATE,-10257307.0102,1652239.2029
Guatemala,GTMp000182,Esquipulas,,Esquipulas,,UNHCR Field Office,,,,,,GUAES,-9946605.2904,1639168.8966000006
Guatemala,GTMp000181,Puerto Barrios,,Puerto Barrios,,UNHCR Field Office,,,,,,GUAIZ,-9862045.5978,1772845.5868000016
Guyana,GUYp000001,Georgetown,,Georgetown,,UNHCR Field Office,,,,,Georgetown,GUYGE,-6475124.0099,758977.1455999985
Hong Kong,HKGp000186,Hong-Kong,Hong Kong,Hong Kong,,UNHCR Sub-Office,Kowloon Central Post Office; 9 Floor,Kowloon,,,Hong Kong,CHIHO,12709568.902800001,2546138.3779999986
Honduras,HNDp000877,Tegucigalpa**,,Tegucigalpa**,,UNHCR Country Office,,,,,,HONTE,-9707399.7851,1585565.25
Honduras,HNDp000878,Ocotepeque,,Ocotepeque,,UNHCR Field Unit,,,,,,HONOC,-9928116.7502,1623972.3429999985
Honduras,HNDp000001,San Pedro Sula,,San Pedro Sula,,UNHCR Field Office,,,,,San Pedro Sula,HONSN,-9798521.3478,1747535.8425999992
Honduras,HNDp000879,Choluteca,,Choluteca,,UNHCR Field Unit,,,,,,HONCH,-9705958.9101,1493564.2487999983
Croatia,HRVp000286,Zagreb,,Zagreb,,UNHCR Country Office,Radnicka cesta 41,10000 Zagreb,,,Zagreb,HRVZA,1781626.1361999996,5748813.537600003
Croatia,HRVp000282,Knin,,Knin,,UNHCR Field Unit,Ulica Gojka Suska 13,22 300 Knin,,,Knin,HRVKN,1802707.833900001,5471464.3222
Croatia,HRVp000284,Sisak,,Sisak,,UNHCR Field Unit,Ulica Stjepana i Ante Radica 50,44 000 Sisak,,,Sisak,HRVSI,1822673.6323000006,5699148.234200001
Haiti,HTIp030001,Port-au-Prince*,,Port-au-Prince*,,UNHCR Liaison Office,,,,,Port-au-Prince,HAIPO,-8052452.117699999,2100766.6788999997
Hungary,HUNp000749,Budapest,Budapest,Budapest,,UNHCR Multi-Country Office,Felvinic ut 27,,,,Budapest,HUNBU,2121709.602600001,6029890.095200002
Hungary,HUNp000187,Budapest (GSC),UNHCR Global Service Centre,Budapest (CSG),,Global Hub / Service Center,Ipoly utca. 5A,,,,Budapest,HUNHQ,2121192.563099999,6027385.364100002
Hungary,HUNp000750,Zahony,,,,UNHCR Field Unit,,,,,Zahony,,2468458.3154999986,6174865.289999999
Indonesia,IDNp000607,Pekanbaru,,Pekanbaru,,UNHCR Field Unit,,,,,Pekanbaru,INSPE,11291469.6116,61337.75860000029
Indonesia,IDNp000608,Makassar,,Makassar,,UNHCR Field Unit,,,,,Makassar,INSMK,13327479.8316,-578587.4868000001
Indonesia,IDNp000193,Jakarta,,Djakarta,,UNHCR Country Office,"Menara Ravindo,14th floor",Jalan Kebon Sirih Kav.75,P.O. Box 6602,,Jakarta,INSJA,11891748.4639,-689710.9558999985
Indonesia,IDNp000557,Medan,,Medan,,UNHCR Field Unit,Jl. Panglima Nyak Makam No. 88,,,,Medan,INSME,10984517.3231,399368.0225000009
Indonesia,IDNp000197,Tanjung Pinang,,Tanjung Pinang,,UNHCR Field Unit,,,,,,INSTA,11627543.452300001,100970.99529999867
India,INDp000189,Chennai,,Chennai,,UNHCR Field Office,23 Bishop Garden,,,,Chennai,INDCH,8935464.576699998,1459380.2771000005
India,INDp000190,New Delhi***,,New Delhi***,,UNHCR Charge de Mission,14 Jor Bagh,,,,New Delhi,INDNE,8595468.9144,3323497.681900002
Ireland,IRLp000212,Dublin*,,Dublin,,UNHCR Liaison Office,Suite 4,Merrion House,1/3 Lower Fitzwilliam Street,,Dublin 2,IREDU,-695623.4754999988,7045698.402400002
Islamic Republic of Iran,IRNp000199,Dogharoun,Dogharoon,Dogharoun,,UNHCR Field Unit,Ansar Camp,,,,Dogharoon,IRNDO,6784700.324900001,4127926.7630999982
Islamic Republic of Iran,IRNp000699,Kerman,,Kerman,,UNHCR Sub-Office,No. 42,Between first and 3rd Alley of Hezar-o-Yekshab Str,Jomhouri-e-Islami Boulevard,,Kerman,IRNKM,6352669.381099999,3539630.918300003
Islamic Republic of Iran,IRNp000205,Shiraz,,Shiraz,,UNHCR Sub-Office,,,,,,IRNSH,5855030.180399999,3449032.8753999993
Islamic Republic of Iran,IRNp000206,Tehran,,Téhéran ,,UNHCR Country Office,"No 5, East Emdad Street",Vanak Sq North Shiraz Ave,,,Tehran,IRNTE,5721714.5601,4267890.382799998
Islamic Republic of Iran,IRNp005769,Tehran (FO),,Téhéran (FO),,UNHCR Field Office,"No 5, East Emdad Street",Vanak Sq North Shiraz Ave,,,Tehran,,5721714.5601,4267890.382799998
Islamic Republic of Iran,IRNp000202,Mashad,Mashhad,Mashad,,UNHCR Sub-Office,"45, Sajjad Blvd",,,,Mashhad,IRNMA,6629832.743000001,4344399.544200003
Islamic Republic of Iran,IRNp000200,Esfahan,,Isfahan,,UNHCR Field Unit,,,,,,IRNES,5752273.234700002,3856513.3082000017
Iraq,IRQp000706,Samarra,,Samarra,,UNHCR Field Unit,,,,,,IRQSM,4885322.645199999,4054719.8286999986
Iraq,IRQp000705,Ba'qubah,,Baquba,,UNHCR Field Unit,,,,,,IRQBQ,4969688.458999999,3994498.8740999997
Iraq,IRQp000704,Ramadi,,Ramadi,,UNHCR Field Unit,,,,,,IRQRA,4821414.2368,3952763.583899997
Iraq,IRQp000703,Kerbala,,Kerbala,,UNHCR Field Unit,,,,,,IRQKA,4900821.657900002,3844219.9333000034
Iraq,IRQp000209,Duhok,Dohuk,Duhok,,UNHCR Sub-Office,,,,,Dohuk,IRQDO,4788151.728100002,4419924.8330999985
Iraq,IRQp000500,Al Ramadi (FO),,Al Ramadi (FO),,UNHCR Field Unit,,,,,,,4821414.2368,3952763.583899997
Iraq,IRQp000208,Baghdad***,,Bagdad***,,UNHCR Charge de Mission,P.O.Box 10141 Karrada,Masbah Hay Babil,Mahalla 929,,Baghdad,IRQBA,4943181.284499999,3937781.311800003
Iraq,IRQp000495,Mosul,,Mosul,,UNHCR Sub-Office,,,,,Mosul,IRQMO,4802003.457199998,4346894.209700003
Iraq,IRQp000498,Kirkuk,,Kirkuk,,UNHCR Field Office,,,,,Kirkuk,IRQKI,4938957.774799999,4227332.9903
Iraq,IRQp000210,Erbil,,Erbil,,UNHCR Sub-Office,100,Peshawa Qazi,44001,,Erbil,IRQER,4894825.158,4329715.660899997
Iraq,IRQp000211,Sulaymaniyah,Suleimaniyah,Sulaymaniyah,,UNHCR Field Office,,,,,Suleimaniyah,IRQSU,5049693.371599998,4240360.761500001
Israel,ISRp000675,Tel Aviv,,Tel Aviv,,UNHCR Country Office,Ben Yehuda St. 21,,,,Tel Aviv,ISRTE,3870244.7364000008,3772108.6350999996
Italy,ITAp000215,Rome (MCO),,Rome (MCO),,UNHCR Multi-Country Office,Via Caroncini 19,,,,Rome,ITARO,1390241.8724000007,5150174.8125
Jordan,JORp004111,Azraq,Azraq,Azraq,,UNHCR Field Office,,,,,Azraq,JORAZ,4071987.5,3751594.9751999974
Jordan,JORp004517,Zaatari,Zaatari,Zaatari,,UNHCR Field Unit,,,,,Mafraq,,4043904.2551999986,3803072.4288000017
Jordan,JORp030017,Irbid,,Irbid,,UNHCR Field Office,,,,,,JORIR,3990803.7316000015,3836517.6023999974
Jordan,JORp004518,Raba Al Sarhan,,Raba Al Sarhan,,UNHCR Field Unit,,,,,Mafraq,JORRA,4034255.1931000017,3825396.6199999973
Jordan,JORp000455,Ruwayshed,,Ruwayshed,,UNHCR Field Unit,,,,,,JORRU,4253431.248,3830087.8012999967
Jordan,JORp000876,Amman (ICT),,Amman (ICT),,Global Hub / Service Center,,,,,,JORRH,3990264.642499998,3751666.0481999964
Jordan,JORp000217,Amman,Amman,Amman,,UNHCR Country Office,P.O. Box 17101,,,,Amman,JORAM,3989745.8156999983,3762797.175300002
Jordan,JORp004110,Mafraq,Mafraq,Mafraq,,UNHCR Sub-Office,,,,,Mafraq,JORMA,4031669.782900002,3807269.7496000007
Jordan,JORp030018,Amman (RB),,,,UNHCR Regional Office,177,Princess Basmah Street,,,Amman,JORRB,3995382.150199998,3757039.2739999965
Japan,JPNp000216,Tokyo,,Tokyo,,UNHCR Country Office,"UNU Bldg., 6F5-53-70",Jingumae,Shibuya-ku,,Tokyo,JPNTO,15552276.630500004,4254256.738499999
Kazakhstan,KAZp000599,Astana,,Astana,,UNHCR National Office,"""26, Bukey Khan Street""",,,,Astana,KAZAS,7951902.662999999,6654513.350100003
Kazakhstan,KAZp000218,Almaty (MCO),Alma-Ata,Almaty (MCO),,UNHCR Multi-Country Office,67 Tole bi,,,,Almaty,KAZAL,8563808.4267,5354382.465800002
Kenya,KENp000846,Alinjugur,,Alinjugur,,UNHCR Field Office,,,,,Alinjugur,KENAL,4503702.0693,-3361.5124000012875
Kenya,KENp000219,Dadaab,,Dadaab,,UNHCR Sub-Office,c/o UNHCR Nairobi,P.O. Box 43801,Nairobi,,Dadaab,KENDA,4487388.861400001,5374.50569999963
Kenya,KENp000220,Kakuma,,Kakuma,,UNHCR Sub-Office,c/o UNHCR Nairobi,P.O Box 43801,Nairobi,,Kakuma,KENKA,3881265.3660000004,414288.1983000003
Kenya,KENp000222,Nairobi (CO),Nairobi,Nairobi (BP),,UNHCR Country Office,,,,,Nairobi,KENNA,4095981.7531000003,-140458.2901000008
Kenya,KENp000753,Somalia (LO),,Somalie (BL),,UNHCR Liaison Office,UNHCR Representation in Somalia,"Lion Place, 1st Floor, Waiyaki Way",P.O. Box 43801-00100,,Nairobi,KENSM,4095981.713300001,-140437.91420000046
Kenya,KENp000579,Nairobi (RO),Nairobi (Regional Sevice Center),Nairobi (BR),,UNHCR Regional Office,,,,Gituru,Nairobi,KENRB,4092249.9976000004,-136744.43100000173
Kyrgyzstan,KGZp000224,Bishkek,,Bichkek,,UNHCR National Office,UN House (3rd floor),160 Chui Ave.,,,Bishkek,KGZBI,8301539.7064,5291749.751500003
Kyrgyzstan,KGZp000599,Osh,,,,UNHCR Field Unit,93,Lenin Avenue,,,Osh,,8105785.829,4939222.286399998
Republic of Korea,KORp000397,Séoul,Seoul,Séoul,,UNHCR Country Office,"7F, Kumsegi Bldg., Euljiro 1 ga",Joong-ku,,,Seoul,KORSE,14130339.5638,4514957.4553999975
Kuwait,KWTp000458,Kuwait City*,,Koweït,,UNHCR Liaison Office,"Mishref, Diplomatic Square, Block 7A, UN House",,,,Kuwait City,KUWKU,5349786.633900002,3410635.9569000006
Lebanon,LBNp004519,Tripoli,,Tripoli,,UNHCR Sub-Office,,,,,Qoubaiyat,LEBTR,3988113.4868,4087251.7233000025
Lebanon,LBNp030015,Mt Lebanon,Mont Lebanon,Mont Liban,,UNHCR Sub-Office,,,,,Beirut,LEBMT,3952903.1319000013,4013507.8139000013
Lebanon,LBNp000228,Beirut,,Beyrouth,,UNHCR Country Office,Khater bldg,Dr. Philippe Hitti Street,Ramlet El Baida,P.O. Box 11 - 7332,Beirut,LEBBE,3950928.474100001,4011689.342799999
Lebanon,LBNp000850,Zahle,,Zahle,,UNHCR Sub-Office,,20120612,,,Zahle,LEBZA,3998589.305399999,4006931.2007
Lebanon,LBNp000840,Qobayat,,Qoubaiyat,,UNHCR Field Office,,,,,Qoubaiyat,LEBQT,4038776.211599998,4106169.245099999
Lebanon,LBNp000624,Tyre,,Tyre,,UNHCR Field Office,,,,,,LEBTY,3922611.3172999993,3927693.654100001
Liberia,LBRp000236,Zwedru,,Zwedru,,UNHCR Field Office,Zwedru City,Grand Gedeh County,,,Zwedru,LBRZW,-906176.9362999983,676658.2901000008
Liberia,LBRp000486,Saclepea,,Saclepea,,UNHCR Field Unit,Saclepea City,Nimba County,,,Saclepea,LBRSC,-983878.7289999984,776758.5399999991
Liberia,LBRp000231,Harper,,Harper,,UNHCR Field Unit,Harper City,Maryland County,,,Harper,LBRHA,-857135.700100001,488391.7943999991
Liberia,LBRp000233,Monrovia,,Monrovia,,UNHCR Country Office,P.O. Box 9077,Haider Building,Mamba Point,,Monrovia,LBRMO,-1201584.9888000004,702151.382100001
Libya,LBYp000833,Benghazi,,Benghazi,,UNHCR Field Office,,,,,Benghazi,LBYBE,2233962.7694999985,3779317.4289999977
Libya,LBYp000237,Tripoli*,,Tripoli,,UNHCR Liaison Office,Next to Tarek Ben Zeyad School,Gergarish Area,,,Tripoli,LBYTR,1453883.5544999987,3870985.5063000023
Sri Lanka,LKAp000320,Jaffna,,Jaffna,,UNHCR Sub-Office,"No 223, Temple Road",Nallur,,,Jaffna,LKAJA,8906270.1497,1081418.318500001
Sri Lanka,LKAp000459,Colombo,,Colombo,,UNHCR Country Office,97 Rosmead Place,Colombo 07,,,Colombo,LKACO,8888678.553199999,773047.9827999994
Lithuania,LTUp030019,Vilnius,,Vilnius,,UNHCR Field Unit,,,,,,LTUVI,2821561.8200000003,7297518.993600003
Latvia,LVAp000227,Riga,,Riga,,UNHCR Field Unit,Pils iela 21,LV-1167 Riga,,,Riga,LVARI,2685805.3544000015,7750722.4782000035
Morocco,MARp000584,Rabat,,Rabat,,UNHCR Country Office,"""26, Avenue Tariq Ibn Zyad, Hassan""",,,,Rabat,MORRA,-759185.9398999996,4030579.0779
Republic of Moldova,MDAp000254,Chisinau, Chişinău,Chisinau,,UNHCR Country Office,"Strada Sfatul Țării 29, 2012, Chișinău, MDA","Strada Sfatul Țării 29, 2012, Chișinău, MDA",,"Le Roi Business Centre, Floor 8", Chişinău,MDACH,3208561.3669999987,5946366.292199999
Mexico,MEXp006585,Leon,,Leon,,UNHCR Field Unit,,,,,,MEXLE,-11318993.102,2405911.390999999
Mexico,MEXp006584,Cancun,,Cancun,,UNHCR Field Unit,,,,,,MEXCN,-9668037.7324,2412373.0802000016
Mexico,MEXp006583,Torreon,,Torreon,,UNHCR Field Unit,,,,,,MEXTO,-11512448.8747,2943674.212299999
Mexico,MEXp006587,San Luis Potosi,,San Luis Potosi,,UNHCR Field Unit,,,,,,MEXSN,-11241775.1736,2530588.247200001
Mexico,MEXp006586,Puebla,,Puebla,,UNHCR Field Unit,,,,,,MEXPU,-10931370.5676,2160478.418400001
Mexico,MEXp006582,Queretaro,,Queretaro,,UNHCR Field Unit,,,,,,MEXQU,-11176714.0018,2344823.917300001
Mexico,MEXp006580,Ciudad Juarez,,Ciudad Juarez,,UNHCR Field Unit,,,,,,MEXCI,-11847834.506900001,3720811.6076000035
Mexico,MEXp006588,Mexicali,,Mexicali,,UNHCR Field Unit,,,,,,MEXMX,-12851185.0205,3848197.713100001
Mexico,MEXp010038,Tenosique,,Tenosique,,UNHCR Field Office,,,,,,MEXTE,-10177106.147,1976253.4937000014
Mexico,MEXp006575,Saltillo,,Saltillo,,UNHCR Field Unit,,,,,,MEXSA,-11241449.721,2928900.0934999995
Mexico,MEXp000481,Tapachula,,Tapachula,,UNHCR Sub-Office,Prolongacion Central Oriente s/n,"Plaza Kamico, local 5 y 6",,,Tapachula,MEXTA,-10270412.0292,1678455.7490999997
Mexico,MEXp000253,Mexico,Mexico City,México,,UNHCR Country Office,"Presidente Masaryk 29,sexto piso",Colonia Chapultepec Morales,"11570 Mexico, D.F",,Mexico City,MEXME,-11041903.9677,2202873.368999999
Mexico,MEXp006579,Mexico (RO),Mexico City,México (RO),,UNHCR Regional Office,"Presidente Masaryk 29,sexto piso",Colonia Chapultepec Morales,"11570 Mexico, D.F",,Mexico City,MEX RCH,-11041903.9677,2202873.368999999
Mexico,MEXp006578,Mexico (SO),Mexico City,México (SO),,UNHCR Sub-Office,"Presidente Masaryk 29,sexto piso",Colonia Chapultepec Morales,"11570 Mexico, D.F",,Mexico City,MEX PSP,-11041903.9677,2202873.368999999
Mexico,MEXp006576,Aguas Calientes,,Aguas Calientes,,UNHCR Field Unit,,,,,Aguascalientes,MEXAG,-11390913.7258,2497820.9538000003
Mexico,MEXp000001,Tijuana,,Tijuana,,UNHCR Field Office,,,,,Tijuana,MEXTI,-13018570.3246,3828696.1037999988
Mexico,MEXp000255,Acayucan,,Acayucan,,UNHCR Field Unit,,,,,,MEXAC,-10565863.1455,2031598.7492999993
Mexico,MEXp000254,Monterrey,,,,UNHCR Field Office,,,,,Monterrey,MEXMO,-11167021.5312,2962526.3169
Mexico,MEXp006577,Palenque,,Palenque,,UNHCR Field Unit,,,,,Palenque,MEXPA,-10240224.2979,1980067.3471000008
Mexico,MEXp006581,Guadalajara,,Guadalajara,,UNHCR Field Unit,,,,,,MEXGU,-11505198.405,2351557.0461999997
North Macedonia,MKDp000158,Gevgelija,,,,UNHCR Field Unit,,,,,,MCDGE,2505000.237399999,5033013.614600003
North Macedonia,MKDp000154,Skopje,,Skopje,,UNHCR Country Office,Urosh Dzudovikj 2A-1000 Skopje,,,,Skopje,MCDSK,2380812.1022000015,5160979.443999998
Mali,MLIp000864,Mopti,,Mopti,,UNHCR Field Office,,,,,,MLIMO,-465652.89869999886,1629710.6860999987
Mali,MLIp000241,Gao,,Gao,,UNHCR Sub-Office,,,,,Gao,MLIGA,-5788.613499999046,1836591.3647000007
Mali,MLIp000244,Tombouctou,,Tombouctou,,UNHCR Field Office,,,,,,MLITO,-335071.6673000008,1894765.6290999986
Mali,MLIp000240,Bamako,,Bamako,,UNHCR Country Office,Faso Kanu,Magnabougou,,,Bamako,MLIBA,-888133.4904999994,1416195.4644999988
Mali,MLIp030013,Menaka,Menaka,Menaka,,UNHCR Field Unit,,,,,,MLIME,266087.8515999988,1794989.8533000015
Malta,MLTp000601,Valetta,Valletta,La Vallette,,UNHCR Country Office,156/1 Strait Street,,,,Valetta,MTAVA,1615673.0555999987,4286830.2456
Malta,MLTp000602,Valetta (LO-EASO),,Valetta (LO-EASO),,UNHCR Liaison Office,,,,,Valetta,MTALO,1615673.0555999987,4286830.2456
Myanmar,MMRp000853,Bhamo,,Bhamo,,UNHCR Field Unit,,,,,Bhamo,MYABH,10823064.204599999,2784960.004900001
Myanmar,MMRp000867,Sittwe,,Sittwe,,UNHCR Field Office,,,,,,MYASI,10341966.9555,2291173.0218
Myanmar,MMRp000854,Loikaw,,Loikaw,,UNHCR Field Unit,,,,,Loikaw,MYALO,10821439.162700001,2235375.3938000016
Myanmar,MMRp000852,Myitkyina,,Myitkyina,,UNHCR Field Office,,,,,Myitkyina,MYAMK,10840019.4648,2924750.3687000014
Myanmar,MMRp000259,Yangon,,Yangon,,UNHCR Country Office,No. 287 Pyay Road Sanchaung Township,P.O. Box 1485,,,Yangon,MYAYA,10701848.420000002,1898198.1295000017
Myanmar,MMRp000258,Maungdaw,,Maungdaw,,UNHCR Sub-Office,Mile 3,Northern Rakhine State,,,Maungdaw,MYAMA,10286549.0183,2371541.403900001
Myanmar,MMRp000855,Hpa-An,,Hpa-An,,UNHCR Field Office,,,,,Hpa-An,MYAHA,10871838.0647,1905662.622299999
Myanmar,MMRp007782,Lashio,,Lashio,,UNHCR Field Unit,,,,,,,10881532.0999,2624643.384399999
Myanmar,MMRp007781,Nay Pyi Taw,Nayppyidaw,Nay Pyi Taw,,UNHCR Field Unit,,,,,Hakha,MYANA,10696059.2454,2244266.350499999
Myanmar,MMRp000496,Buthidaung,,Buthidaung,,UNHCR Field Unit,,,,,Buthidaung,MYABU,10300705.833500002,2376088.668900002
Montenegro,MNEp000147,Podgorica,,Podgorica,,UNHCR Country Office,Nikca od Rovina 51,,,,Podgorica,MNEPO,2145015.268100001,5228627.436399996
Mongolia,MNGp000433,Ulaanbaatar*,Ulan Bator,Oulan-Bator,,UNHCR Liaison Office,,,,,Ulan Bator,MNGUL,11901758.6736,6094256.087800004
Mozambique,MOZp000595,Nampula,,Nampula,,UNHCR Field Office,"Rue 1024, Nampula",,,,Nampula,MOZNA,4370062.459600002,-1702503.1752000004
Mozambique,MOZp000256,Maputo,,Maputo,,UNHCR Country Office,Avenida dos Presidentes No. 33,,,,Maputo,MOZMA,3626121.0931,-2994251.4277000017
Mozambique,MOZp000597,Pemba,,Pemba,,UNHCR Sub-Office,,,,,Pemba,MOZPE,4513819.819200002,-1458177.2769999988
Mauritania,MRTp000247,Nouakchott,,Nouakchott,,UNHCR Country Office,"Ilot K 159, 160",161Route de la Corniche,,,Nouakchott,MAUNO,-1778249.4946000017,2049234.3258000016
Mauritania,MRTp030010,Bassikounou,,Bassikounou,,UNHCR Sub-Office,,,,,,MAUBA,-664153.3530000001,1792294.2073
Mauritania,MRTp000246,Nouadhibou,,Nouadhibou,,UNHCR Field Unit,,,,,,MAUNU,-1902494.625500001,2372739.0238000005
Mauritania,MRTp000902,Nema,,Néma,,UNHCR Field Unit,,,,,,MAUNE,-807734.6704999991,1876271.6526999995
Malawi,MWIp000238,Lilongwe,,Lilongwe,,UNHCR Country Office,Kang'ombe Building,7th Floor,City CenterLilongwe 3,,Lilongwe,MLWLI,3759704.4820999987,-1572036.8178999983
Malaysia,MYSp000239,Kuala Lumpur,,Kuala Lumpur,,UNHCR Country Office,P.O. Box 10185,570 Jalan Bukit Petaling,,,Kuala Lumpur,MLSLU,11321132.212499999,348672.44900000095
Namibia,NAMp000260,Windhoek,,Windhoek,,UNHCR Field Unit,"UN House, Ground Floor",38-44 Stein Street,,,Windhoek,NAMWI,1901002.9442999996,-2578653.0121
Niger,NERp008584,Agadez,,Agadez,,UNHCR Sub-Office,,,,,,NGRAG,888329.5364999995,1917333.0271000005
Niger,NERp000883,Diffa,Diffa,Diffa,,UNHCR Sub-Office,,,,,,NGRDI,1404587.5366000012,1495748.2008000016
Niger,NERp010006,Ouallam,,Ouallam,,UNHCR Field Unit,,,,,,NGROU,232649.17749999836,1610733.362300001
Niger,NERp000268,Tahoua,,Tahoua,,UNHCR Field Office,,,,,,NGRTA,586197.7072999999,1676591.6028000005
Niger,NERp000847,Abala,,Abala,,UNHCR Field Unit,,,,,,NGRAB,382240.7589999996,1680866.9257999994
Niger,NERp000267,Niamey,,Niamey,,UNHCR Country Office,,,,,,NGRNI,235774.68149999902,1518746.2292999998
Niger,NERp010007,Tillabéri,,Tillabéri,,UNHCR Sub-Office,,,,,,NGRTL,162028.33150000125,1598165.9250999987
Niger,NERp010009,Maradi,Maradi,Maradi,,UNHCR Sub-Office,,,,,,NGRMA,791147.621100001,1516211.4164000005
Nigeria,NGAp004563,Monguno,,Monguno,,UNHCR Field Unit,,,,,,NIGMO,1515718.3942999989,1422391.517099999
Nigeria,NGAp004566,Gwoza/Pulka,,Gwoza/Pulka,,UNHCR Field Unit,,,,,,NIGGW,1523782.3781999983,1242284.0084999986
Nigeria,NGAp000270,Maiduguri,,Maiduguri,,UNHCR Sub-Office,,,,,Maiduguri,NIGMA,1464994.5551000014,1328237.361200001
Nigeria,NGAp000269,Lagos,,Lagos,,UNHCR Field Unit,13 Awolowo Road,Ikoyi,"P.O. Box 53874, Falomo",,Lagos,NIGLA,371526.5740999989,735691.1592999995
Nigeria,NGAp004567,Gembu,,Gembu,,UNHCR Field Unit,,,,,,NIGGE,1253109.0362999998,749873.1607000008
Nigeria,NGAp004560,Ogoja,,Ogoja,,UNHCR Sub-Office,10,Hon Paul Adah Way,,,Ogoja,NIGOG,978955.5108000003,741354.8310000002
Nigeria,NGAp004559,Adikpo,,Adikpo,,UNHCR Field Office,,,,,,NIGAD,1027530.3519000001,768577.1229000017
Nigeria,NGAp004556,Yola,,Yola,,UNHCR Field Office,,,,,,NIGYO,1389637.9389999993,1035009.5859000012
Nigeria,NGAp000575,Abuja,,Abuja,,UNHCR Country Office,UN House Plot No 617/618,Diplomatic Zone,Central Area District,,Abuja,NIGAB,837748.4422999993,1012391.1807000004
Nigeria,NGAp004555,Makurdi,,Makurdi,,UNHCR Field Unit,,,,,,NIGMK,948489.9288999997,864091.5494000018
Nigeria,NGAp004562,Ngala,,Ngala,,UNHCR Field Unit,,,,,,NIGNG,1579159.3720999993,1384663.1292000003
Nigeria,NGAp004557,Calabar,,Calabar,,UNHCR Field Office,,,,,,NIGCA,926951.2148999982,552711.4519000016
Nigeria,NGAp004561,Bama,,Bama,,UNHCR Field Unit,,,,,,NIGBM,1523734.5108000003,1291181.5218999982
Nigeria,NGAp004568,Takum,,,,UNHCR Field Office,,,,,,NIGTA,1118179.7947000004,827363.933699999
Nigeria,NGAp004564,Bani,,Bani,,UNHCR Field Unit,,,,,,NIGBN,1572070.5469000004,1266128.1612000018
Nigeria,NGAp004570,Benin,,,,UNHCR Field Unit,,,,,,NIGBE,627886.4558999985,704624.1352999993
Nigeria,NGAp004569,Sokoto,,,,UNHCR Field Unit,,,,,,NIGSO,581484.0392999984,1468656.420400001
Netherlands (Kingdom of the),NLDp000264,The Hague*,,La Haye,,UNHCR Liaison Office,"P.O. Box 17111, 2502 CC The Hague",,President Kennedylaan 19,,The Hague,NETTH,478100.18239999935,6815466.148900002
